USER_ID,APP_NAME,PLATFORM,CREATE_TS,SESSION_ID,is_first_session
5,app_1,android,2022-01-06T15:37:47.000Z,1641483452735,false
8,app_1,android,2022-01-06T08:06:03.000Z,1641456362740,false
8,app_1,android,2022-01-06T08:08:26.000Z,1641456496060,false
17,app_1,android,2022-01-06T21:50:42.000Z,1641505840497,false
23,app_1,ios,2022-01-06T15:18:37.000Z,1641482316456,false
27,app_1,ios,2022-01-06T11:29:19.000Z,1641468558918,false
27,app_1,ios,2022-01-06T21:54:08.000Z,1641506047942,false
39,app_1,ios,2022-01-06T17:18:58.000Z,1641489537740,false
39,app_1,ios,2022-01-06T19:56:01.000Z,1641498960525,false
54,app_1,ios,2022-01-06T16:34:59.000Z,1641486898158,false
60,app_1,android,2022-01-06T05:37:37.000Z,1641447436383,false
60,app_1,android,2022-01-06T08:51:00.000Z,1641459041437,false
60,app_1,android,2022-01-06T10:28:32.000Z,1641464852482,false
60,app_1,android,2022-01-06T12:36:47.000Z,1641472538143,false
60,app_1,android,2022-01-06T13:30:21.000Z,1641475759861,false
77,app_1,ios,2022-01-06T03:51:49.000Z,1641441109415,false
77,app_1,ios,2022-01-06T03:52:02.000Z,1641441118542,false
84,app_1,android,2022-01-06T18:51:30.000Z,1641495063154,false
84,app_1,android,2022-01-06T19:08:38.000Z,1641496069677,false
89,app_1,ios,2022-01-06T14:56:24.000Z,1641480983195,false
89,app_1,ios,2022-01-06T16:13:16.000Z,1641485596278,false
89,app_1,ios,2022-01-06T16:53:08.000Z,1641487988105,false
89,app_1,ios,2022-01-06T21:50:00.000Z,1641505800255,false
89,app_1,ios,2022-01-06T21:57:02.000Z,1641506206174,false
97,app_1,ios,2022-01-06T03:05:07.000Z,1641438307337,false
98,app_1,ios,2022-01-06T02:28:48.000Z,1641436127824,false
98,app_1,ios,2022-01-06T02:29:27.000Z,1641436152902,false
98,app_1,ios,2022-01-06T02:33:58.000Z,1641436362440,false
98,app_1,ios,2022-01-06T02:49:20.000Z,1641437054295,false
99,app_1,android,2022-01-06T22:11:29.000Z,1641507087754,true
100,app_1,android,2022-01-06T17:14:24.000Z,1641489261068,true
100,app_1,android,2022-01-06T17:16:12.000Z,1641489366070,false
100,app_1,android,2022-01-06T17:17:41.000Z,1641489453276,false
