USER_ID,PLATFORM,APP_NAME,CREATE_TS,INSTALL_TS,EVENT_NAME,SESSION_ID
39,ios,app_1,2022-01-02 22:52:01.000,2022-01-02 22:52:01.000,app_started,1641163920356
43,android,app_1,2022-01-02 22:31:05.000,2022-01-02 22:29:37.000,level_started,1641162637392
43,android,app_1,2022-01-02 22:29:37.000,2022-01-02 22:29:37.000,app_started,1641162571773
43,android,app_1,2022-01-02 22:31:18.000,2022-01-02 22:29:37.000,level_completed,1641162637392
43,android,app_1,2022-01-02 22:30:18.000,2022-01-02 22:29:37.000,level_completed,1641162571773
43,android,app_1,2022-01-02 22:30:12.000,2022-01-02 22:29:37.000,level_started,1641162571773
43,android,app_1,2022-01-02 22:29:41.000,2022-01-02 22:29:37.000,level_started,1641162571773
43,android,app_1,2022-01-02 22:29:59.000,2022-01-02 22:29:37.000,level_completed,1641162571773
43,android,app_1,2022-01-02 22:30:45.000,2022-01-02 22:29:37.000,level_started,1641162637392
43,android,app_1,2022-01-02 22:30:53.000,2022-01-02 22:29:37.000,level_completed,1641162637392
18,android,app_1,2022-01-01 12:07:30.000,2022-01-01 08:41:18.000,level_completed,1641038823277
18,android,app_1,2022-01-01 12:15:27.000,2022-01-01 08:41:18.000,level_started,1641039305062
18,android,app_1,2022-01-01 12:23:53.000,2022-01-01 08:41:18.000,level_started,1641039826148
18,android,app_1,2022-01-01 11:58:37.000,2022-01-01 08:41:18.000,level_started,1641038288041
18,android,app_1,2022-01-01 12:06:06.000,2022-01-01 08:41:18.000,level_started,1641038733904
18,android,app_1,2022-01-01 12:25:53.000,2022-01-01 08:41:18.000,level_started,1641039946677
18,android,app_1,2022-01-01 12:20:30.000,2022-01-01 08:41:18.000,level_completed,1641039600543
18,android,app_1,2022-01-01 12:20:15.000,2022-01-01 08:41:18.000,level_started,1641039600543
18,android,app_1,2022-01-01 12:09:30.000,2022-01-01 08:41:18.000,level_completed,1641038937306
18,android,app_1,2022-01-01 12:18:32.000,2022-01-01 08:41:18.000,level_completed,1641039473227
18,android,app_1,2022-01-01 12:27:20.000,2022-01-01 08:41:18.000,level_completed,1641039946677
18,android,app_1,2022-01-01 12:03:34.000,2022-01-01 08:41:18.000,level_started,1641038597307
18,android,app_1,2022-01-01 12:13:33.000,2022-01-01 08:41:18.000,level_started,1641039182636
18,android,app_1,2022-01-01 12:26:08.000,2022-01-01 08:41:18.000,level_completed,1641039946677
18,android,app_1,2022-01-01 12:26:18.000,2022-01-01 08:41:18.000,level_started,1641039946677
18,android,app_1,2022-01-01 12:15:14.000,2022-01-01 08:41:18.000,level_completed,1641039305062
18,android,app_1,2022-01-01 11:59:48.000,2022-01-01 08:41:18.000,level_started,1641038375973
18,android,app_1,2022-01-01 12:23:19.000,2022-01-01 08:41:18.000,level_completed,1641039767308
18,android,app_1,2022-01-01 12:16:08.000,2022-01-01 08:41:18.000,level_completed,1641039305062
18,android,app_1,2022-01-01 11:53:50.000,2022-01-01 08:41:18.000,level_started,1641037993231
18,android,app_1,2022-01-01 11:52:14.000,2022-01-01 08:41:18.000,level_started,1641037930136
18,android,app_1,2022-01-01 12:07:09.000,2022-01-01 08:41:18.000,level_completed,1641038823277
18,android,app_1,2022-01-01 11:58:50.000,2022-01-01 08:41:18.000,level_completed,1641038288041
18,android,app_1,2022-01-01 12:01:50.000,2022-01-01 08:41:18.000,level_started,1641038494015
18,android,app_1,2022-01-01 12:08:11.000,2022-01-01 08:41:18.000,level_completed,1641038823277
18,android,app_1,2022-01-01 12:18:00.000,2022-01-01 08:41:18.000,level_started,1641039473227
18,android,app_1,2022-01-01 12:14:10.000,2022-01-01 08:41:18.000,level_failed,1641039182636
18,android,app_1,2022-01-01 12:05:44.000,2022-01-01 08:41:18.000,level_started,1641038733904
18,android,app_1,2022-01-01 12:04:08.000,2022-01-01 08:41:18.000,level_completed,1641038597307
