USER_ID,PLATFORM,APP_NAME,INSTALL_TS,SESSION_ID
99,android,app_1,2022-01-06 22:11:29.000,1641507087754
100,android,app_1,2022-01-06 17:14:24.000,1641489261068
95,android,app_1,2022-01-04 10:59:57.000,1641293996684
16,android,app_1,2022-01-01 11:06:36.000,1641035195193
29,android,app_1,2022-01-01 16:30:12.000,1641054612101
30,android,app_1,2022-01-01 13:27:55.000,1641043673401
8,android,app_1,2022-01-01 14:51:29.000,1641048686595
47,android,app_1,2022-01-02 16:24:21.000,1641140660480
71,android,app_1,2022-01-02 08:56:46.000,1641113804227
61,android,app_1,2022-01-02 22:46:58.000,1641163616244
57,android,app_1,2022-01-02 21:11:09.000,1641157865615
58,android,app_1,2022-01-02 18:32:22.000,1641148340770
59,android,app_1,2022-01-02 06:12:19.000,1641103937200
60,android,app_1,2022-01-02 06:09:24.000,1641103715272
44,android,app_1,2022-01-02 22:06:14.000,1641161165115
55,android,app_1,2022-01-02 18:31:51.000,1641148309835
45,android,app_1,2022-01-02 22:18:51.000,1641161858449
46,android,app_1,2022-01-02 03:10:00.000,1641092998379
82,android,app_1,2022-01-03 08:08:16.000,1641197294633
94,android,app_1,2022-01-03 07:51:35.000,1641196295016
93,android,app_1,2022-01-03 04:52:42.000,1641185564059
92,android,app_1,2022-01-03 07:21:06.000,1641194464602
85,android,app_1,2022-01-03 06:27:24.000,1641191241198
86,android,app_1,2022-01-03 02:06:39.000,1641175595123
65,ios,app_1,2022-01-02 12:58:55.000,1641128335398
39,ios,app_1,2022-01-02 22:52:01.000,1641163920356
64,ios,app_1,2022-01-02 15:48:20.000,1641138499232
48,ios,app_1,2022-01-02 00:05:51.000,1641081951332
49,ios,app_1,2022-01-02 03:51:36.000,1641095495869
50,ios,app_1,2022-01-02 08:05:02.000,1641110701870
51,ios,app_1,2022-01-02 06:02:16.000,1641103335744
53,ios,app_1,2022-01-02 17:44:42.000,1641145482471
41,ios,app_1,2022-01-02 05:57:58.000,1641103077417
42,ios,app_1,2022-01-02 15:21:58.000,1641136917195
75,ios,app_1,2022-01-02 23:32:54.000,1641166307447
54,ios,app_1,2022-01-02 20:06:10.000,1641153969131
3,ios,app_1,2022-01-01 05:02:46.000,1641013365666
27,ios,app_1,2022-01-01 03:38:36.000,1641008315378
2,ios,app_1,2022-01-01 18:55:17.000,1641063316272
40,ios,app_1,2022-01-02 03:21:53.000,1641093712499
68,ios,app_1,2022-01-02 09:30:36.000,1641115836176
66,ios,app_1,2022-01-02 02:20:03.000,1641090002854
52,ios,app_1,2022-01-02 18:37:26.000,1641148645898
56,ios,app_1,2022-01-02 06:21:40.000,1641104498514
62,ios,app_1,2022-01-02 19:51:29.000,1641153088196
69,ios,app_1,2022-01-02 21:55:50.000,1641160550287
67,ios,app_1,2022-01-02 01:58:49.000,1641088728639
63,ios,app_1,2022-01-02 19:06:09.000,1641150368299
83,ios,app_1,2022-01-03 09:01:14.000,1641200473203
78,ios,app_1,2022-01-03 06:44:47.000,1641192286007
87,ios,app_1,2022-01-03 04:51:19.000,1641185478054
90,ios,app_1,2022-01-03 01:35:38.000,1641173737701
79,ios,app_1,2022-01-03 04:17:23.000,1641183443207
98,ios,app_1,2022-01-05 05:42:36.000,1641361354994
18,android,app_1,2022-01-01 08:41:18.000,1641026476627
32,android,app_1,2022-01-01 05:06:44.000,1641013603785
17,android,app_1,2022-01-01 18:36:26.000,1641062185192
15,android,app_1,2022-01-01 17:18:40.000,1641057518832
35,android,app_1,2022-01-01 21:12:39.000,1641071558512
4,android,app_1,2022-01-01 08:09:09.000,1641024547451
5,android,app_1,2022-01-01 10:38:27.000,1641033479354
6,android,app_1,2022-01-01 00:53:50.000,1640998429081
28,android,app_1,2022-01-01 19:14:03.000,1641064442598
7,android,app_1,2022-01-01 17:31:54.000,1641058228398
9,android,app_1,2022-01-01 10:57:36.000,1641034653954
11,android,app_1,2022-01-01 18:22:53.000,1641061370921
12,android,app_1,2022-01-01 17:44:12.000,1641059052052
21,android,app_1,2022-01-01 11:18:51.000,1641035931451
36,android,app_1,2022-01-01 17:37:52.000,1641058669650
37,android,app_1,2022-01-01 14:47:12.000,1641048430560
38,,app_1,2022-01-01 12:59:13.000,1641041957099
19,android,app_1,2022-01-01 21:08:09.000,1641071279194
10,android,app_1,2022-01-01 20:25:40.000,1641068738857
22,android,app_1,2022-01-01 02:36:02.000,1641005252495
34,ios,app_1,2022-01-01 16:01:01.000,1641052860768
31,ios,app_1,2022-01-01 07:16:35.000,1641021394463
20,ios,app_1,2022-01-01 20:23:38.000,1641068617497
24,ios,app_1,2022-01-01 07:39:08.000,1641022747276
25,ios,app_1,2022-01-01 05:28:54.000,1641014933320
26,ios,app_1,2022-01-01 07:19:48.000,1641021587604
13,ios,app_1,2022-01-01 01:05:49.000,1640999147153
14,ios,app_1,2022-01-01 00:14:06.000,1640996046006
23,ios,app_1,2022-01-01 21:18:53.000,1641071933351
1,ios,app_1,2022-01-01 01:09:32.000,1640999371742
33,android,app_1,2022-01-01 22:34:55.000,1641076494670
70,android,app_1,2022-01-02 00:20:10.000,1641082808421
72,android,app_1,2022-01-02 01:13:13.000,1641085990752
73,android,app_1,2022-01-02 21:19:24.000,1641158364997
74,android,app_1,2022-01-02 10:37:52.000,1641119869414
43,android,app_1,2022-01-02 22:29:37.000,1641162571773
91,android,app_1,2022-01-03 21:47:12.000,1641246431831
81,android,app_1,2022-01-03 14:56:20.000,1641221778245
84,android,app_1,2022-01-03 10:24:57.000,1641205426764
80,android,app_1,2022-01-03 10:04:41.000,1641204278302
96,android,app_1,2022-01-04 02:34:11.000,1641263651813
89,,app_1,2022-01-03 17:03:28.000,1641229407771
76,ios,app_1,2022-01-03 15:29:20.000,1641223759299
77,ios,app_1,2022-01-03 12:05:37.000,1641211536397
88,ios,app_1,2022-01-03 09:12:19.000,1641201138527
97,ios,app_1,2022-01-05 02:41:20.000,1641350480305
