USER_ID,PLATFORM,APP_NAME,INSTALL_TS,SESSION_ID
58,android,app_1,2022-01-02T18:32:22.000Z,1641148340770
59,android,app_1,2022-01-02T06:12:19.000Z,1641103937200
60,android,app_1,2022-01-02T06:09:24.000Z,1641103715272
61,android,app_1,2022-01-02T22:46:58.000Z,1641163616244
62,ios,app_1,2022-01-02T19:51:29.000Z,1641153088196
63,ios,app_1,2022-01-02T19:06:09.000Z,1641150368299
64,ios,app_1,2022-01-02T15:48:20.000Z,1641138499232
65,ios,app_1,2022-01-02T12:58:55.000Z,1641128335398
66,ios,app_1,2022-01-02T02:20:03.000Z,1641090002854
67,ios,app_1,2022-01-02T01:58:49.000Z,1641088728639
68,ios,app_1,2022-01-02T09:30:36.000Z,1641115836176
69,ios,app_1,2022-01-02T21:55:50.000Z,1641160550287
70,android,app_1,2022-01-02T00:20:10.000Z,1641082808421
71,android,app_1,2022-01-02T08:56:46.000Z,1641113804227
72,android,app_1,2022-01-02T01:13:13.000Z,1641085990752
73,android,app_1,2022-01-02T21:19:24.000Z,1641158364997
74,android,app_1,2022-01-02T10:37:52.000Z,1641119869414
75,ios,app_1,2022-01-02T23:32:54.000Z,1641166307447
76,ios,app_1,2022-01-03T15:29:20.000Z,1641223759299
77,ios,app_1,2022-01-03T12:05:37.000Z,1641211536397
78,ios,app_1,2022-01-03T06:44:47.000Z,1641192286007
79,ios,app_1,2022-01-03T04:17:23.000Z,1641183443207
80,android,app_1,2022-01-03T10:04:41.000Z,1641204278302
81,android,app_1,2022-01-03T14:56:20.000Z,1641221778245
82,android,app_1,2022-01-03T08:08:16.000Z,1641197294633
83,ios,app_1,2022-01-03T09:01:14.000Z,1641200473203
84,android,app_1,2022-01-03T10:24:57.000Z,1641205426764
85,android,app_1,2022-01-03T06:27:24.000Z,1641191241198
86,android,app_1,2022-01-03T02:06:39.000Z,1641175595123
87,ios,app_1,2022-01-03T04:51:19.000Z,1641185478054
88,ios,app_1,2022-01-03T09:12:19.000Z,1641201138527
89,ios,app_1,2022-01-03T17:03:28.000Z,1641229407771
90,ios,app_1,2022-01-03T01:35:38.000Z,1641173737701
91,android,app_1,2022-01-03T21:47:12.000Z,1641246431831
92,android,app_1,2022-01-03T07:21:06.000Z,1641194464602
93,android,app_1,2022-01-03T04:52:42.000Z,1641185564059
94,android,app_1,2022-01-03T07:51:35.000Z,1641196295016
95,android,app_1,2022-01-04T10:59:57.000Z,1641293996684
96,android,app_1,2022-01-04T02:34:11.000Z,1641263651813
97,ios,app_1,2022-01-05T02:41:20.000Z,1641350480305
98,ios,app_1,2022-01-05T05:42:36.000Z,1641361354994
99,android,app_1,2022-01-06T22:11:29.000Z,1641507087754
100,android,app_1,2022-01-06T17:14:24.000Z,1641489261068
