USER_ID,PLATFORM,APP_NAME,INSTALL_TS,SESSION_ID
1,ios,app_1,2022-01-01T01:09:32.000Z,1640999371742
2,ios,app_1,2022-01-01T18:55:17.000Z,1641063316272
3,ios,app_1,2022-01-01T05:02:46.000Z,1641013365666
4,android,app_1,2022-01-01T08:09:09.000Z,1641024547451
5,android,app_1,2022-01-01T10:38:27.000Z,1641033479354
6,android,app_1,2022-01-01T00:53:50.000Z,1640998429081
7,android,app_1,2022-01-01T17:31:54.000Z,1641058228398
8,android,app_1,2022-01-01T14:51:29.000Z,1641048686595
9,android,app_1,2022-01-01T10:57:36.000Z,1641034653954
10,android,app_1,2022-01-01T20:25:40.000Z,1641068738857
11,android,app_1,2022-01-01T18:22:53.000Z,1641061370921
12,android,app_1,2022-01-01T17:44:12.000Z,1641059052052
13,ios,app_1,2022-01-01T01:05:49.000Z,1640999147153
14,ios,app_1,2022-01-01T00:14:06.000Z,1640996046006
15,android,app_1,2022-01-01T17:18:40.000Z,1641057518832
16,android,app_1,2022-01-01T11:06:36.000Z,1641035195193
17,android,app_1,2022-01-01T18:36:26.000Z,1641062185192
18,android,app_1,2022-01-01T08:41:18.000Z,1641026476627
19,android,app_1,2022-01-01T21:08:09.000Z,1641071279194
20,ios,app_1,2022-01-01T20:23:38.000Z,1641068617497
21,android,app_1,2022-01-01T11:18:51.000Z,1641035931451
22,android,app_1,2022-01-01T02:36:02.000Z,1641005252495
23,ios,app_1,2022-01-01T21:18:53.000Z,1641071933351
24,ios,app_1,2022-01-01T07:39:08.000Z,1641022747276
25,ios,app_1,2022-01-01T05:28:54.000Z,1641014933320
26,ios,app_1,2022-01-01T07:19:48.000Z,1641021587604
27,ios,app_1,2022-01-01T03:38:36.000Z,1641008315378
28,android,app_1,2022-01-01T19:14:03.000Z,1641064442598
29,android,app_1,2022-01-01T16:30:12.000Z,1641054612101
30,android,app_1,2022-01-01T13:27:55.000Z,1641043673401
31,ios,app_1,2022-01-01T07:16:35.000Z,1641021394463
32,android,app_1,2022-01-01T05:06:44.000Z,1641013603785
33,android,app_1,2022-01-01T22:34:55.000Z,1641076494670
34,ios,app_1,2022-01-01T16:01:01.000Z,1641052860768
35,android,app_1,2022-01-01T21:12:39.000Z,1641071558512
36,android,app_1,2022-01-01T17:37:52.000Z,1641058669650
37,android,app_1,2022-01-01T14:47:12.000Z,1641048430560
38,android,app_1,2022-01-01T12:59:13.000Z,1641041957099
39,ios,app_1,2022-01-02T22:52:01.000Z,1641163920356
40,ios,app_1,2022-01-02T03:21:53.000Z,1641093712499
41,ios,app_1,2022-01-02T05:57:58.000Z,1641103077417
42,ios,app_1,2022-01-02T15:21:58.000Z,1641136917195
43,android,app_1,2022-01-02T22:29:37.000Z,1641162571773
44,android,app_1,2022-01-02T22:06:14.000Z,1641161165115
45,android,app_1,2022-01-02T22:18:51.000Z,1641161858449
46,android,app_1,2022-01-02T03:10:00.000Z,1641092998379
47,android,app_1,2022-01-02T16:24:21.000Z,1641140660480
48,ios,app_1,2022-01-02T00:05:51.000Z,1641081951332
49,ios,app_1,2022-01-02T03:51:36.000Z,1641095495869
50,ios,app_1,2022-01-02T08:05:02.000Z,1641110701870
51,ios,app_1,2022-01-02T06:02:16.000Z,1641103335744
52,ios,app_1,2022-01-02T18:37:26.000Z,1641148645898
53,ios,app_1,2022-01-02T17:44:42.000Z,1641145482471
54,ios,app_1,2022-01-02T20:06:10.000Z,1641153969131
55,android,app_1,2022-01-02T18:31:51.000Z,1641148309835
56,ios,app_1,2022-01-02T06:21:40.000Z,1641104498514
57,android,app_1,2022-01-02T21:11:09.000Z,1641157865615
