USER_ID,APP_NAME,PLATFORM,CREATE_TS,SESSION_ID,is_first_session
11,app_1,android,2022-01-05T15:03:51.000Z,1641395030524,false
11,app_1,android,2022-01-05T15:05:08.000Z,1641395053449,false
11,app_1,android,2022-01-05T15:06:13.000Z,1641395151765,false
11,app_1,android,2022-01-05T15:07:44.000Z,1641395248624,false
11,app_1,android,2022-01-05T15:08:37.000Z,1641395292374,false
11,app_1,android,2022-01-05T15:09:27.000Z,1641395357510,false
11,app_1,android,2022-01-05T15:10:35.000Z,1641395431118,false
11,app_1,android,2022-01-05T15:11:03.000Z,1641395446015,false
11,app_1,android,2022-01-05T15:12:48.000Z,1641395516656,false
11,app_1,android,2022-01-05T22:08:44.000Z,1641420509623,false
15,app_1,android,2022-01-05T20:05:20.000Z,1641413100891,false
16,app_1,android,2022-01-05T08:52:07.000Z,1641372725947,false
16,app_1,android,2022-01-05T11:35:02.000Z,1641382501270,false
16,app_1,android,2022-01-05T22:06:53.000Z,1641420411262,false
18,app_1,android,2022-01-05T08:51:01.000Z,1641372659469,false
18,app_1,android,2022-01-05T08:52:38.000Z,1641372752478,false
18,app_1,android,2022-01-05T08:53:32.000Z,1641372806644,false
18,app_1,android,2022-01-05T08:55:01.000Z,1641372892622,false
18,app_1,android,2022-01-05T08:56:32.000Z,1641372983884,false
18,app_1,android,2022-01-05T08:59:59.000Z,1641373152916,false
18,app_1,android,2022-01-05T09:01:43.000Z,1641373290968,false
18,app_1,android,2022-01-05T11:34:45.000Z,1641382483955,false
18,app_1,android,2022-01-05T11:36:06.000Z,1641382558034,false
18,app_1,android,2022-01-05T11:37:30.000Z,1641382641479,false
18,app_1,android,2022-01-05T11:38:50.000Z,1641382713738,false
18,app_1,android,2022-01-05T11:45:24.000Z,1641383111341,false
18,app_1,android,2022-01-05T11:59:56.000Z,1641383975061,false
18,app_1,android,2022-01-05T12:14:48.000Z,1641384875047,false
18,app_1,android,2022-01-05T16:11:17.000Z,1641399075536,false
18,app_1,android,2022-01-05T16:12:21.000Z,1641399133273,false
